Identifiant;Geo Point;Marque;Nom
33410005;44.64477,-0.32306;Indépendant sans enseigne;Station esso
44260006;47.36053,-1.95484;Intermarché;INTERMARCHE
44590001;47.6680921449,-1.66311548938;Système U;Super U DERVAL
38210001;45.29394,5.50862;Carrefour Market;Carrefour Market
38300008;45.59445,5.26911;Leclerc;BOURGOIN DISTRIBUTION
39140004;46.7603344094,5.51097453039;Agip;AGIP AIRE DU JURA A39
40006001;43.87771,-0.46152;Leclerc;SODILANDES
44320004;47.20402,-2.04264;Indépendant sans enseigne;EURL STATION SERVICE LEMAITRE
44110003;47.71732,-1.37983;Leclerc;Station E.LECLERC Chateaubriant
43000004;45.03269,3.88591;Esso Express;ESSO VAL VERT
44119002;47.33626,-1.65245;Total;RELAIS TREILLIERES
46100002;44.61091,2.03251;Leclerc;SOCAPDIS
46130001;44.9245,1.84388;Leclerc;BIARS DISTRIBUTION
47160001;44.29033,0.28172;Elan;CASTETS AUTO
47320003;44.35493,0.37643;Carrefour Contact;CARREFOUR CONTACT - SARL RECAMIL
47510002;44.2362048914,0.641953011707;Intermarché;INTERMARCHE FOULAYRONNES
49160001;47.371257458,-0.098367206659;Système U;Super U LONGUE
49160004;47.41754,-0.13018;Shell;IMERINA SARL
44680001;47.10399,-1.80297;Système U;Super U STE PAZANNE
44730002;47.17027,-2.14844;Système U;SUPER U
45380001;47.88628,1.82822;Intermarché;INTERMARCHE CHAPELLE ST MESMIN
46090002;44.4639442271,1.42114625375;Leclerc;E.LECLERC - SAS Cahors Pradis
47410000;44.62908,0.45229;Indépendant sans enseigne;SARL VAL FLEURI LAUZUN
46090001;44.467974608,1.48494237257;Total;EURL JORDAN
48600003;44.78419,3.63608;Indépendant sans enseigne;ETS PIGNOL SARL
49110002;47.2627,-1.04107;Intermarché;INTERMARCHE ST PIERRE MONTLIMART
49122001;47.14295,-0.89418;Intermarché;INTERMARCHE LE MAY SUR EVRE
49300014;47.05975,-0.88981;Esso Express;ESSO EXPRESS CHOLET FRANCIS BOUET
49300001;47.04199,-0.90094;Géant;GEANT CASINO
51100034;49.24081,4.01945;Intermarché;INTERMARCHE
51510001;48.94065,4.3399;Esso Express;ESSO FAGNIERES
53200001;47.82366,-0.70689;Carrefour Market;Carrefour Market
49400006;47.2309924886,-0.11681131628;Carrefour Market;Carrefour Market
50420001;48.9315,-1.0761;Shell;SGAR SAS
51100006;49.2594,4.05639;Total;RELAIS REIMS DAUPHINOT
53000001;48.05963,-0.77497;Total Access;Relais Total Access Laval Trappistines
50600004;48.57375,-1.08262;Leclerc;U.S.D.SERVICE DISTRIBUTION
51370004;49.26379,3.99361;Total;Station ADN
55100004;49.16516,5.38044;Leclerc;S.A VERDUN DISTRIBUTION
55700005;49.4834062537,5.20236477669;Intermarché;Intermarché
54300001;48.5787909256,6.51831142347;CORA;CORA LUNEVILLE
54310001;49.22448,5.99863;Intermarché;INTERMARCHE HOMECOURT
55190002;48.68576,5.72573;Total Access;Station total porte de meuse
56200001;47.76479,-2.13109;Total;SARL GARAGE ROBLIN
56460002;47.8240435545,-2.50634667262;Intermarché;INTERMARCHE SERENT
56480001;48.12744,-3.05606;Indépendant sans enseigne;SICA EOLYS
57150003;49.18882,6.69625;Leclerc;CROIXDIS
54450002;48.6444998458,6.8059164324;Total;ETS MASSON  SA
57100004;49.3520754629,6.16012471512;Total;RELAIS ROND POINT MERLIN
55270001;49.228542211,5.04101258885;Shopi;SHOPI
55300001;48.88796,5.54368;Carrefour Market;Carrefour Market
56190009;;Total;relais de muzillac les pins
56240002;47.9177569611,-3.33284733703;Carrefour Market;Carrefour Market
56370003;47.52762,-2.75723;Casino;CASINO SUPERMARCHE
56800002;47.9189943106,-2.363761608;Total;RELAIS BROCELIANDE
57000011;49.07468,6.18439;Intermarché;INTERMARCHE METZ-MAGNY
57310002;49.29965,6.2093;Intermarché;INTERMARCHE GUENANGE
58130001;47.08894,3.19589;Intermarché;INTERMARCHE GUERIGNY
57440001;;Shell;SARL ALCANE GESTION
57910002;49.08347,7.04028;Système U;Super U hambach
58300001;46.8377911843,3.47920435783;Carrefour Market;Carrefour Market
59000011;50.6169911034,3.02417918393;Total Access;Relais TOTAL ACCESS de l'EPINETTE
59151001;50.29078,3.15125;Total Access;M.ROSSIN
58140001;47.28233,3.82116;Maximarché;MAXIMARCHE LORMES
58260001;46.8972928663,3.46566375423;Intermarché;INTERMARCHE LA MACHINE
59850002;50.68682,2.84022;Système U;SUPER U NIEPPE
59890001;50.71687,3.0016;Carrefour Market;Carrefour Market
59155005;50.5805881901,3.07924915428;Total Access;MELANTOIS CARBURANT
59182001;50.3675,3.19031;Intermarché;INTERMARCHE MONTIGNY EN OSTREVEN
59223003;50.73899,3.13045;Total;DIANOR
59760002;51.00635,2.29531;BP;BP A16 GRANDE SYNTHES
60260001;49.15624,2.44526;Carrefour Market;Carrefour Market
60330003;49.4865895543,0.107309759778;Total Access;IRIS
61110002;48.42447,0.77199;Intermarché;INTERMARCHE REMALARD
60500009;49.19141,2.4639;BP;BP CHANTILLY DU PARC AUMONT
61600002;48.58294,-0.36528;Leclerc;FERMADIS
62100016;50.94617,1.89283;Intermarché;INTERMARCHE CALAIS
62138002;50.5104830068,2.78448380782;Carrefour;CARREFOUR AUCHY LES MINES
62176001;50.57219,1.61321;Intermarché;INTERMARCHE CAMIERS
62217003;50.27372,2.76678;Intermarché;INTERMARCHE ACHICOURT-ARRAS
62230001;50.69964,1.58371;Carrefour Market;Carrefour Market
60340001;49.20759,2.39103;Carrefour Market;Carrefour Market
62160003;50.44806,2.73759;Esso Express;ESSO GRENAY
60700003;49.30067,2.60449;Indépendant sans enseigne;STATION BP  PONT STE MAXENCE
61100001;48.75068,-0.55489;Avia;frederic automobile
61260001;48.2617620002,0.695573130868;Intermarché;ECOMARCHE LE THEIL SUR HUISNE
64000014;43.30721,-0.37634;Avia;SARL DUCS 64
62650001;50.5680733036,1.91006830058;Carrefour Contact;SARL HUCQUEDIS
63100006;45.78327,3.11864;Total Access;RELAIS DU BREZET
63600003;45.55219,3.73976;Total;GARAGE GRENIER
64111001;43.36415,-1.69843;Elan;SARL ALCORTA JB
62510003;50.72659,2.29964;Intermarché;INTERMARCHE ARQUES
62660001;50.5172620039,2.68323619218;Carrefour Market;Carrefour Market
63140001;45.92244,3.06277;Total;STATION AUBERT
63700004;46.15961,2.83762;Carrefour Market;Carrefour Market
63720002;45.88961,3.22344;Total;ENNEZAT AUTOMOBILES
64130003;43.2303314132,-0.873874991068;Intermarché;INTERMARCHE MAULEON SOULE
62610001;50.8546872585,1.97831120111;Carrefour Market;Carrefour Market
62750002;50.44606,2.79736;Intermarché;INTERMARCHE LOOS EN GOHELLE
62910001;50.82145,2.19579;Carrefour Market;Carrefour Market
64000007;43.339,-0.37958;Esso Express;ESSO HIPPODROME PAU
64190004;43.31963,-0.75525;Huit à 8;8 à Huit NAVARRENX
64420001;43.2647,-0.18426;Intermarché;INTERMARCHE SAS LE BOSQUET
64470001;43.11806,-0.86421;Elan;CARRERE ANNE MARIE
66028001;42.6803,2.89303;Auchan;AUCHAN
66400005;42.4905352934,2.75162425254;Carrefour Market;CARREFOUR MARKET
66680001;42.66306,2.84553;Intermarché;INTERMARCHE CANOHES
67800004;48.6305554602,7.7639628648;Système U;SUPER U
67000002;48.6185101429,7.79016168155;Supermarché Match;SUPERMARCHES MATCH  ROBERTSAU
67170006;48.70928,7.70777;Intermarché;INTERMARCHE BRUMATH
67310001;48.6368663308,7.46124179672;Total Access;RELAIS DE WASSELONNE
68200017;47.73959,7.30027;Agip;AGIP MULHOUSE ROUTE BELFORT
66140001;42.699116606,3.02275403816;Casino;CASINO SUPERMARCHE
66200004;42.6119891377,3.00201499107;Colruyt;SUPERMARCHE CASINO
67700001;48.73617,7.36403;Supermarché Match;SUPERMARCHES MATCH   SAVERNE
69190005;45.71626,4.84297;BP;BP ST FONS P. HERRIOT
69290001;45.74736,4.74094;Esso Express;ESSO CRAPONNE
69004009;45.77876,4.8283;Agip;AGIP LYON BLD CANUTS
70120002;47.7129,5.88681;Avia;STATION DU CENTRE AVIA
69210003;45.83777,4.61122;Total;RELAIS DE TURDINE
71100014;46.78968,4.86138;Agip;AGIP CHALON AVENUE MONOT
69270001;45.82048,4.86261;Total;RELAIS FONTAINES MARRONNIERS
69570002;45.8125764785,4.75560048044;Esso Express;ESSO PORTES LYON
69630002;45.71511,4.75044;Elan;RESTAURANT DE LA CORDELIERE
69700008;45.5788276592,4.72403596174;BP;BP A47 AIRE DE SAINT ROMAIN EN GIER
71260005;46.4497777404,4.88430715307;Total Access;EURL GOUPIL PHILIPPE
74100009;46.1783,6.242;Elan;STATION DU MONT BLANC
71270005;46.8825118184,5.26345996427;Ecomarché;ECOMARCHE PIERRE DE BRESSE
71304001;46.68098,4.3714;Leclerc;CENTRE LECLERC
74000002;45.9188161066,6.12379;Carrefour;Carrefour annecy
74250001;46.14204,6.40538;Total;GUEBEY PIERRE
71350001;46.89156,5.02425;Atac;ATAC VERDUN SUR LE DOUBS
71450001;46.7069088853,4.3896928648;Maximarché;MAXIMARCHE BLANZY
75013020;48.82586,2.38433;Total;RELAIS TOTAL QUAI D'IVRY B
74700002;45.9404932151,6.63270495534;Total Access;RELAIS DU REPOSOIR total access
75016015;48.86088,2.28288;BP;BP PARIS PAUL DOUMER
76120002;49.40799,1.04819;Système U;Hyper U
76140002;49.41375,1.06588;Leader Price;LEADER PRICE
76230001;49.47557,1.10624;Carrefour Market;Carrefour Market
76260001;50.05058,1.42334;Total;RELAIS DE LA BRESLE
76590002;49.79545,1.10615;Ecomarché;ECOMARCHE LONGUEVILLE S/SCIE
76600003;49.49878,0.15925;Total Access;RELAIS HALTE GRAVILLE
76720002;49.71471,1.098;Indépendant sans enseigne;Sas vallee
75019009;48.87589,2.38088;BP;BP PARIS SIMON BOLIVAR 8 à Huit
76110001;49.64469,0.37595;Carrefour Market;Carrefour Market
76700004;49.50288,0.21029;Elan;SARL GARAGE DE LA BREQUE
77260006;48.83334,2.79273;Agip;AGIP USSY SUR MARNE
75012017;48.84554,2.40122;Total;RELAIS DU BEL AIR
75012018;48.83905,2.38906;Total;RELAIS DE BERCY
76220002;49.4903507864,1.69240380972;Total;RELAIS SAINT AUBIN
77140009;48.27772,2.70895;Esso;STATION SERVICE ESSO
77720004;48.58368,2.96743;Total Access;Relais TOTAL Access Grandpuits
78680001;48.95511,1.81616;Elf;RELAIS DE LA MAULDRE
78840003;49.0386289339,1.59236168155;Intermarché;INTERMARCHE FRENEUSE
77144001;48.8767380053,2.75057428826;Intermarché;INTERMARCHE MONTEVRAIN
80230003;50.15423,1.70296;Carrefour Market;Carrefour Market SARL CMKBC
77400007;48.86915,2.67495;Intermarché;INTERMARCHE ST THIBAULT DES VIGNES
78200001;48.9813069924,1.68900403816;Auchan;AUCHAN-MANTES-BUCHELAY
80044001;49.86263,2.27807;Auchan;AUCHAN Station-Service Amiens
80130003;50.07989,1.53708;Intermarché;INTERMARCHE FRIVILLE-ESCARBOTIN
80370002;50.13053,2.17217;Carrefour Contact;Carrefour Contact
82000006;44.00302,1.35521;Leclerc;SODIBAG
82200004;44.1094323002,1.10180310502;Indépendant sans enseigne;JLJ PETROSERVICES
80850001;50.04577,2.14812;Intermarché Contact;INTERMARCHE
82170002;43.8126574534,1.31620619218;KAI;STATION KAI POMPIGNAN
82400002;44.10917,0.88842;Casino;CASINO SUPERMARCHE
81370003;43.77549213,1.6840885944;Esso;Esso du parc
81700002;43.56976,2.01676;Total;LA NORMANDIE 81
82210003;44.06415,1.02228;Carrefour Contact;Carrefour contact
82800001;44.07487,1.51788;Système U;LA STATION U
83560003;43.7257999392,5.81073238436;Indépendant sans enseigne;GARAGE DERVOGNE
83580003;43.2627899909,6.58313266031;Avia;SARL JOCATI
84550001;44.2036953693,4.72398720666;Carrefour;AIRE DE MORNAS VILLAGE (LES CROUSILLES)
83300004;43.52915,6.47147;Avia;SPANNELLA SARL
84976001;44.05145,5.04122;Leclerc;AUZON VENTOUX
85210001;46.5208846599,-1.084996081;Total;MR PRAUD ROLAND
85400001;46.4634559964,-1.17345746475;Système U;Hyper U LUCON
86000012;46.59667,0.32171;Intermarché;DEMI  LUNE  INTERMARCHE  POITIERS
87150003;45.73423,0.86194;Système U;U Express SA SMADOUR
84220001;43.8683888465,5.1461749732;Indépendant sans enseigne;Station Célia - Garage Marine
84350001;44.0883418403,4.88091214413;Indépendant sans enseigne;SARL GRIMAUD
86000018;46.58774,0.36385;Avia;SAS SODISUD
88240001;48.0058981887,6.27536314873;Intermarché;INTERMARCHE BAINS LES BAINS
89300001;47.9775378856,3.41101214413;Total;JOIGNY SAJA
90000011;47.6364,6.83796;Total Access;TOTAL ACCESS RELAIS L'ECLERC
90008001;47.62858,6.86269;Leclerc;BELDIS CENTRE E. LECLERC
88110003;48.40456,6.84188;Leader Price;LEADER PRICE RAON L'ETAPE
89200006;47.4982722302,3.89684379984;Esso;STATION ETS GUILLEMEAU SARL
89600003;48.00126,3.72566;Total;AUTOFLO SA
90200002;47.7374160601,6.8362603018;Intermarché;INTERMARCHE GIROMAGNY
91210004;48.6836186703,2.43262571173;Système U;SUPER U
91250007;48.62613,2.49147;Total Access;TOTAL  ACCESS Relais de la Croix Verte
91310001;48.63517,2.28679;Total;SARL LOURENCO
89190002;48.23732,3.55243;Carrefour Market;Carrefour Market
91150011;48.43382,2.16945;Total Access;RELAIS COQUERIVE
91270001;48.70007,2.41992;BP;BP VIGNEUX
91600004;48.67986,2.34208;Total;RELAIS TOTAL COQUELICOTS
92190002;48.8207439087,2.22452605914;Total;RELAIS DE MEUDON
93250005;48.88522,2.50336;Indépendant sans enseigne;SRD
91230005;48.69397,2.46465;BP;BP MONTGERON
91280001;48.61421,2.50553;Intermarché;INTERMARCHE ST PIERRE DU PERRAY
92800007;48.88019,2.24471;BP;BP PUTEAUX SAINT JULIEN
93220001;48.87976,2.54574;BP;BP GAGNY JULES GUESDE
94000001;48.78597,2.44904;Elf;RELAIS ELF DE MONTAIGUT
95000007;49.0371,2.0756;Esso;SARL SIGESS ESSO 3 FONTAINES
95230002;48.98058,2.2922;BP;BP SOISY HIPPODROME 8 à Huit
92500011;48.8682,2.19093;Total;SARL CEL'OR
93600009;48.94008,2.49597;BP;BP AULNAY RN370
95190004;49.02417,2.46504;Total;Relais DE GRAND PRE
95600002;48.99401,2.2802;Esso Express;ESSO EAUBONNE
95400004;48.98606,2.41302;Simply Market;SIMPLY MARKET
95500005;49.00783,2.46556;Système U;SUPER U
21209001;47.0361784302,4.84549789159;Total;STATION TOTAL
20240001;42.0135114479,9.40397086757;VITO;SODIPP SARL VITO
29160003;48.2506817631,-4.47202790147;Leclerc;CROZONDIS DISTRIBUTION
29460002;48.3114605966,-4.20192458817;Elf;RELAIS ELF  HANVEC
40420003;44.0617222442,-0.662408544795;Indépendant sans enseigne;Relais de l'Espourguillat
40220001;43.52394,-1.46373;Carrefour;CARREFOUR
39200005;46.38038,5.83492;Intermarché;SAS TORINE
40180001;43.683347419,-0.99557445703;Total;EOR SAUGNAC VOISIN
40170003;44.0253756259,-1.25941441332;Système U;SARL LITCODIS
2290001;49.4002325424,3.11391330343;Indépendant sans enseigne;PARADIS SERVICE SA
2200011;49.38127,3.30822;Carrefour Market;Carrefour Market
5260001;44.64668,6.18157;Total;MR. RANGUIS J.P.
34130004;43.6179918193,3.98936284693;Total;EURL ROVA
40000011;43.92621,-0.51913;Esso Express;ESSO EXPRESS MONT DE MARSAN MONTOISE
13270004;43.44054,4.93988;Esso Express;ESSO FOS OUEST
16100001;45.68397,-0.30463;Auchan;AUCHAN CHATEAUBERNARD
24420001;45.23485,0.87272;Total;REL DE L'ISLE
23300005;46.23378,1.48309;Carrefour Market;Carrefour Market
1340004;46.28338,5.16201;Dyneff;GARAGE DES PRÉS
1510001;45.8724615873,5.69677435972;Carrefour Contact;CARREFOUR CONTACT ARTEMARE
5100007;44.8988,6.63396;Total Access;TOTAL ACCESS  Relais grande Boucle
6150004;43.54986,6.96965;Casino;CASINO SUPERMARCHE
13090013;43.542851624,5.43150604128;Agip;AGIP AIX EN PROVENCE
13090014;43.55531,5.42015;Total Access;TOTAL  PLATRIERES
17450001;45.99074,-1.0762;Système U;Super U FOURAS
19800002;45.3596668084,1.93758630545;Shell;SGAR SAS
20240002;42.02113,9.40926;Total;SAS MARTINEZ
31620004;43.7894974967,1.38323531871;BP;BP A62 AIRE DE FRONTONNAIS
31410004;43.3947,1.25473;Intermarché;INTERMARCHE LAVERNOSE-LACASSE
31320005;43.51412,1.49983;Avia;AVIA CASTANET
30900013;43.82608,4.35287;BP;BP NIMES LANGUEDOC
31120007;43.50404,1.39132;Intermarché;INTERMARCHE PINSAGUEL
34250001;43.52888,3.93076;Total Access;RELAIS ELF 4 CANAUX
7290000;45.12212,4.53916;Indépendant sans enseigne;STATION 3C
9300001;42.9284,1.8569;Carrefour Market;Carrefour Market
19250004;45.53419,2.14419;Casino;Supermarché Casino
20140001;41.78547,8.97933;VITO;STATION VITO SANTONI
34000008;43.5895,3.88887;Total;RELAIS ABRIVADO
33920002;45.18815,-0.49091;Esso;ESSO SAUGON
34190002;43.941073006,3.69670021437;Intermarché;INTERMARCHE LAROQUE
38210004;45.29804,5.48762;Intermarché;INTERMARCHE TULLINS
33000014;44.85669,-0.59132;Esso Express;ESSO EXPRESS BORDEAUX PIERRE 1ER
33000005;44.81881,-0.60144;Esso Express;ESSO HAUT BRION
34500013;43.3381,3.20405;Indépendant sans enseigne;LONGUELANES SERVICE ROUTE
34920001;43.65854,3.95689;Carrefour Market;Carrefour Market
42334001;46.0657385174,4.05740154852;Carrefour;CARREFOUR MABLY
43200004;45.14645,4.10918;Système U;SAS DISTRIBY'S
1310001;46.2508258935,5.11211332738;Total;GARAGE GUIGUE SA
38080004;45.6268439334,5.19773708351;Esso;ESSO LE LOMBARD
38200001;45.53692,4.87354;Carrefour Market;Carrefour Market
38160001;45.11385,5.32291;Elan;GARAGE BELLE
40400001;43.82862,-0.804;Total;SARL ROUSSEAU
11290003;43.1999062855,2.13949833431;Total;MR PAYCHENQ
10600004;48.33707,4.0328;Total Access;TOTAL ACCESS relais DE BARBEREY
14200008;49.2148,-0.34724;Indépendant sans enseigne;SIMPLY MARKET LEBISEY
38300016;45.5765342506,5.34674739748;Intermarché;INTERMARCHE BOURGOIN
38380002;45.39072,5.73913;Dyneff;GARAGE COTTAVE
6210007;43.5250474972,6.94453268615;Total;Relais total la napoule
6110004;43.57522,7.01234;Esso Express;ESSO MOULIERES
7470001;44.8010509341,3.9720567838;Indépendant sans enseigne;SARL CARBURANTS COUCOURON
7600001;44.67177,4.36498;Indépendant sans enseigne;Station de la Volane
1390002;45.93629,4.96509;Total;RELAIS SAINT ANDRE DE CORCY
1460001;46.17225,5.57729;Carrefour Market;Carrefour Market
1800002;45.82087,5.1998;Dyneff;SARL GARAGE ROUSSET
2120003;49.90316,3.62899;Carrefour Market;Carrefour Market
3700002;46.1176318824,3.41182476871;Total;Relais Lagarde Bellerive
4260001;44.2454615171,6.62281223346;Shopi;SARL TOP SERVICE
13012015;43.31733,5.43951;Carrefour Market;SUPERMARCHÉ CARREFOUR MARKET
13850001;43.43562,5.54049;Intermarché;INTERMARCHE GREASQUE
14400008;49.2849,-0.7357;Total Access;TOTAL ACCESS RELAIS DE VAUCELLES
16110002;45.7367,0.38607;Esso;DUBREUIL STATION LA ROCHEFOUCAULD
17220002;46.08412,-1.07426;Intermarché;INTERMARCHE SALLES SUR MER
24120003;45.1235,1.32091;Total Access;RELAIS MOULIN ROUGE
34400005;43.67694,4.13258;Esso;ESSO VIDOURLE
10100003;48.51159,3.71986;Esso Express;ESSO BOULE D'OR
9600001;42.9701198891,1.86610833631;Intermarché;SA NICO
13320001;43.44172,5.39571;Total;RELAIS LA CHAMPOUSE
13620002;43.3282,5.14975;Indépendant sans enseigne;STATION Service ABEL
14740001;49.215635177,-0.504957540195;Carrefour Contact;CARREFOUR CONTACT
17137002;46.20265,-1.17434;Intermarché;INTERMARCHE NIEUL SUR MER
20100001;41.6190813369,8.96824060749;Total;M. DIGIACOMI Ange-Noël
18500004;47.1412200989,2.24271053214;Intermarché;INTERMARCHE MEHUN S/YEVRE
20230006;42.3680928706,9.49270661703;Total;Station Total
35300001;48.36212,-1.20876;Esso Express;ESSO EMERAUDE
1130002;46.1669720036,5.69149536622;Avia;SARL GARAGE MEUNIER
3630001;46.35579,2.61973;Carrefour Market;Carrefour Market
20250001;42.3017901771,9.15751789559;VITO;PANCRAZI JL ET FILS SAS
24000006;45.18145,0.72129;Esso Express;ESSO FENELON
33240003;44.9693195687,-0.377072588848;Total;RELAIS DES QUATRE VENTS
22300006;48.7142290437,-3.45444946596;Intermarché;INTERMARCHE PLOUBEZRE
25000002;47.24424,5.9838;Total;MR.ET MME GONCALVES
22120001;48.481,-2.67378;Système U;Hyper U YFFINIAC
22800002;48.4003560588,-2.9000042685;Leclerc;Centre leclerc
24230001;44.85313,0.06747;Total;MONSIEUR FERLA SERGE
25640004;47.319778321,6.25201513208;Avia;Station HENRIOT
13890000;43.69188,4.86099;Indépendant sans enseigne;Station du Vallat
14000004;49.171724691,-0.385682624577;Total;RELAIS   DE LA PRAIRIE
14125001;49.17505,-0.32079;Carrefour;CARREFOUR MONDEVILLE
38500001;45.3850734376,5.57788694457;Carrefour;CARREFOUR
3500003;46.306505618,3.29404325592;Total;Relais de la Sioule Total Lagarde
5300001;44.30985,5.832;Total;SARL GARAGE LAMBERT
33250003;45.19471,-0.74941;Carrefour Market;Carrefour Market
33700004;44.83265,-0.64392;Elf;RELAIS MERIGNAC
39130005;46.57457,5.74751;Huit à 8;8 à Huit Clairvaux-les-Lacs
27000003;49.02709,1.1555;Système U;SUPER U SA PRIMA
28330003;48.19437,0.89875;Indépendant sans enseigne;PROXI SUPER
29170005;47.8932396016,-4.0151380425;Carrefour Market;Carrefour Market
29390001;48.02687,-3.69716;Intermarché Contact;INTERMARCHE
30130005;44.27047,4.63203;Indépendant sans enseigne;Garage du pont cassé
30129002;43.82192,4.46888;Intermarché;INTERMARCHE MANDUEL
29270005;48.27717,-3.56805;Super Casino;SUPERMARCHE CASINO
36350001;46.7135757278,1.59025975788;Total;RELAIS MILLE ETANGS
10130003;48.09934,3.91999;Coccinelle;SA VALANXON
11300004;43.07262,2.22336;Leclerc;LIMOUX DISTRIB SODILIM
17350001;45.88594,-0.59258;Shell;AIRE DE FENIOUX EST
9130001;43.17137,1.41077;Elan;ROUILLOU & FILS
13300001;43.63141,5.10073;Total;EOR SA SAPAS
13770002;43.57891,5.47036;Intermarché;INTERMARCHE VENELLES
21210002;47.27961,4.23205;Maximarché;MAXIMARCHE SAULIEU S.D.S.
21190003;46.9780099827,4.84448173325;Total;RELAIS DE SERVOTTE
31120004;43.52465,1.39971;Total Access;ACCESS TOTAL PORTET EST
