Identifiant;Geo Point;Marque;Nom
63160002;45.72408,3.33296;Intermarché;INTERMARCHE BILLON
63300004;45.8497926868,3.53776150291;Leclerc;Centre E.LECLERC THIERS
64230003;43.3473207728,-0.476331886047;Carrefour Contact;CARREFOUR CONTACT
65000007;43.2197341681,0.0796683800232;Leclerc;Centre  Leclerc  ORMEAUDIS
64200004;43.47658,-1.5544;Esso Express;ESSO LA NEGRESSE
65190002;43.18247,0.24083;Carrefour Contact;CARREFOUR Contact
67140001;48.40347,7.45586;Supermarché Match;SUPERMARCHES MATCH  BARR
66740003;42.5479340515,2.94103392299;Carrefour Market;Carrefour Market
67000010;48.56892,7.71019;Agip;AGIP STRASBOURG-SCHIRMECK
68240001;48.15067,7.24662;Supermarché Match;SUPERMARCHES MATCH  KAYSERSBERG
68440002;47.73103,7.41685;Casino;STATION SERVICE CASINO
67110001;48.93342,7.66915;Supermarché Match;SUPERMARCHES MATCH  REICHSHOFFEN
67130004;48.48353,7.21762;Supermarché Match;Supermarche match
67640002;48.487422384,7.66677463567;Indépendant sans enseigne;STATION
67660003;48.89751,7.91162;Intermarché;INTERMARCHE BETSCHDORF
69200007;45.70543,4.87794;BP;BP VENISSIEUX
69320005;45.68319,4.85768;Total Access;RELAIS TOTAL ACCESS BELLE ETOILE 2
69490002;45.87792,4.5113;Intermarché;INTERMARCHE PONTCHARRA/TURDINE
69680003;45.73912,4.95738;Intermarché;INTERMARCHE
71000001;46.32536,4.83854;Auchan;AUCHAN RIVE DE SAONE
69400004;45.97867,4.73905;Total;GARAGE THIVOLLE
69480002;45.94263,4.71544;Avia;SARL RONGEAT
69670002;45.73262,4.67286;Esso;SARL LFM
69700002;45.5599137449,4.80952680566;Elan;MR GERY J.C.
69170002;45.8905624692,4.44564128055;Total Access;RELAIS TOTAL ACCESS TARARE LA TURDINE
69430002;46.1505419988,4.59431048044;Carrefour Contact;CARREFOUR CONTACT  BEAUJEU
70250001;47.6972756074,6.6432683899;Carrefour Market;Carrefour Market
71150002;46.90152,4.76157;Intermarché;INTERMARCHE CHAGNY
71240005;46.68832,4.84479;BP;BP A6 AIRE DE ST-AMBREUIL
69002005;45.73463,4.81835;BP;BP LYON PONT PASTEUR
69210004;45.81245,4.60069;Esso Express;ESSO LA BREVENNE
69340002;45.74365,4.77066;Esso Express;ESSO FRANCHEVILLE
70800003;47.8170455864,6.20132062336;Indépendant sans enseigne;8 a huit
72110001;48.17185,0.4205;Système U;SUPER  U BONNETABLE
72460004;48.07614,0.29749;Carrefour Contact;CARREFOUR CONTACT
73140006;45.21397,6.46744;Agip;AGIP A43 SENS ALBERVILLE TURIN AIRE ST MICHEL DE MAURIENNE
71100025;46.78944,4.8611;Agip;AGIP CHALON AVENUE MONOT
73100011;45.68747,5.92997;Total;Total
73800001;45.5260017468,5.97466101049;BP;BP A41 AIRE DU GRANIER
72220001;47.8396825321,0.262623079173;Système U;Hyper  U ECOMMOY
72230009;47.89526,0.19909;Carrefour Contact;Carrefour contact
72700003;47.973564948,0.158386005549;Total;RELAIS TOTAL ALLONNES
72800002;47.64044,0.1538;Intermarché;INTERMARCHE LE LUDE
73120001;45.41515,6.63731;Elan;GARAGE DU GRAND PONT
71450002;46.70212,4.38832;Avia;LE RELAIS DE SAVIGNY
72120002;47.92481,0.74236;Carrefour Market;Carrefour Market
72800001;47.64666,0.14636;Total;SARL  GARAGE CHARPENTIER
73200004;45.67265,6.39194;Total Access;RELAIS TOTAL ACCESS LES CHASSEURS
73290003;45.59352,5.88594;Agip;AGIP LA MOTTE SERVOLEX
74200011;46.3706495309,6.48797737542;Avia;STATION DES VALLEES
74600001;45.87429,6.08023;Géant;GEANT CASINO
74520004;46.1017557101,5.93339926147;Intermarché;SAS DORINE - INTERMARCHE
75013015;48.83166,2.35933;Total Access;RELAIS TOTAL ACCESS VINCENT AURIOL
77140002;48.26687,2.70651;Total;RELAIS NEMOURS DE GAULLE
75017007;48.89592,2.31056;Total;RELAIS BATIGNOLLES
76150003;49.48229,1.03959;Système U;SAS HD, SUPER U
76340001;49.8472348911,1.56499358546;Elan;STATION DE L'YERES
76340003;49.85003,1.56974;Intermarché Contact;INTERMARCHE FOUCARMONT
76410003;49.30697,1.02886;Total;GARAGE DU COURS CARNOT
77210001;48.41649,2.72355;Esso Express;ESSO AVON FONTAINEBLEAU
77410003;48.9101,2.67763;Total Access;VILLEVAUDE
77500008;48.89956,2.61439;BP;BP CHELLES MONT CHALAS
74930001;46.13195,6.26977;Carrefour Market;Carrefour Market
75018003;48.90023,2.36142;BP;BP PARIS PERIPHERIQUE EST
76000006;49.4348518134,1.10510377209;Avia;SARL Albik
77230004;49.0641439176,2.59786578319;Intermarché;INTERMARCHE MOUSSY-LE-NEUF
78150011;48.82351,2.12777;BP;BP LE CHESNAY 8 à Huit
78410003;48.96002,1.84331;Total;TOTAL  AUBERGENVILLE
77370002;48.55901,3.02136;Total Access;RELAIS DE NANGIS
78340003;48.82913,1.98056;BP;BP LES CLAYES SS BOIS LA VIGNERAIE
78560003;48.87789,2.11489;Total Access;RELAIS DES LIONS
79200001;46.64527,-0.25278;Système U;Hyper U PARTHENAY
78160001;48.87575,2.10357;Total;RELAIS PARC DE MARLY
78190008;48.77087,2.0191;BP;BP TRAPPES SNCF
78700009;48.99406,2.08238;BP;BP CONFLANS STE HONORINE RN184
79510002;46.98633,-0.44223;Elan;ESTENOZA
81400001;44.0268203374,2.15537025809;Système U;SUPER U
79100004;46.9756432446,-0.192406468129;Esso;SARL LES TROIS PILIERS
80800004;49.90761,2.50955;Simply Market;SIMPLY MARKET
81400004;44.05203,2.15989;Intermarché;INTERMARCHE CARMAUX
83170001;43.4241230141,5.96988461932;Total;RELAIS TERRASSES DE PROVENCE
84130005;43.95783,4.85018;Intermarché;INTERMARCHE LE PONTET
81500002;43.70322,1.80442;Elan;MECAN AUTO
81990002;43.91193,2.12657;Intermarché;INTERMARCHE ALBI LE SEQUESTRE
84100005;44.13634,4.80099;Intermarché;INTERMARCHE Autoroute
84120005;43.69521,5.5051;Total;STATION DU PONT TOTAL
84200006;44.03449,5.03932;Indépendant sans enseigne;COMTAT CARBURANTS
83470003;43.43988,5.87296;Avia;STATION AVIA
83560001;43.6106536309,5.75490907484;Total;SARL GARAGE GILAUTO
85260001;46.8841079581,-1.29120763541;Total;RELAIS LES BROUZILS
85500005;46.85777,-1.01484;Leclerc;HERBIDIS HERBRICO
85540003;46.50902,-1.3518;Carrefour Contact;Carrefour Contact
83300008;43.53301,6.45179;Indépendant sans enseigne;Station Albro
83600018;43.43077,6.7555;Agip;AGIP FREJUS
85000010;46.70285,-1.42966;Esso;DUBREUIL STATION LA ROCHE
85140002;46.7710762704,-1.24920141359;Total;EOR LES ESSARTS GABORIEAU
86160002;46.37398,0.40686;Intermarché;INTERMARCHE GENCAY
86310001;46.56352,0.8708;Elan;STATION ELAN JEANNETON
87000002;45.81984,1.22354;Carrefour Market;Carrefour Market
85000008;46.6456242625,-1.43496297997;Leclerc;SODIROCHE
85280001;46.71124,-1.31642;Total;EURL JEANNEAU
86370002;46.38004,0.21438;Esso Express;ESSO DES MINIERES
88000007;48.18685,6.44195;Intermarché;INTERMARCHE EPINAL
88600001;48.1882,6.68766;Total;GARAGE DIDIER
89690001;48.1995992172,2.99219003573;Intermarché;INTERMARCHE CHEROY
91170002;48.65277,2.36915;Total;RELAIS GRANDE BORNE
87000010;45.84925,1.24709;Elf;RELAIS ELF VIGENAL
87250001;46.13182,1.37253;Intermarché;INTERMARCHE BESSINES S/GARTEMPE
88500006;48.3073572629,6.13367188605;Avia;STATION REMY SARL
91130005;48.64729,2.41893;Total Access;Relais total access liberation
89190005;48.23861,3.55446;Avia;Avia Vauluisant
91100006;48.5930703528,2.44276477061;Total;RELAIS LES LISSES
91300002;48.72852,2.24518;Total Access;RELAIS MASSY MONTSOURIS
91380004;48.70089,2.3187;Esso Express;ESSO CHILLY MAZARIN
91590008;48.507,2.37442;Total Access;Relais de moulin du gue
92000005;48.8847,2.19412;BP;BP NANTERRE JOFFRE
89420001;47.5127567701,4.089242162;BP;BP A6 AIRE DE LA CHAPONNE
90000007;47.64085,6.85231;Shell;Station shell
90000010;47.6364,6.83796;Total Access;TOTAL Access SARL Quetel
91420004;48.69713,2.33302;Carrefour Market;Carrefour Market
91460008;48.64065,2.24877;Atac;ATAC
93120002;48.92639,2.39597;Shell;FD PERFORMANCE
91210006;48.67631,2.41106;Total;Relais Senart
91300006;48.72897,2.24497;Leclerc;MASSY-DISTRIBUTION
92700011;48.92625,2.25317;BP;BP COLOMBES VALMY 8 à Huit
93270006;48.939,2.52663;BP;BP SEVRAN LECLERC
94120005;48.85257,2.46635;Esso;SARL MECARAPID
94110002;48.8044914967,2.32533142347;Total;RELAIS DE LA VANNE
94700005;48.80165,2.43561;Esso Express;ESSO PARIS GENEVE
95150002;49.0159409245,2.20719526702;Carrefour Market;Carrefour Market
95270005;49.12257,2.42702;Total Access;Relais Total ACCESS de Chaumontel
95330006;;Indépendant sans enseigne;Stan's
95640001;49.1472057059,1.97341290053;Carrefour Market;Carrefour Market
92360002;48.78482,2.22675;BP;BP MEUDON LA FORET DE LATTRE DE TASSIGNY
93400007;48.91087,2.33215;Elan;SARL ILIANN
93410002;48.93463,2.56721;BP;BP VAUJOURS
94204001;48.8194936264,2.39625545365;Carrefour;CARREFOUR IVRY SUR SEINE
94000004;48.79133,2.46227;Esso Express;ESSO RTE ROSES
94190005;48.74202,2.44671;Esso;SARL SIGESS
94300001;48.84522,2.43283;Esso;SIAV SA
95470001;49.0711654163,2.55294575734;Shell;RELAIS VEMARS
95310002;49.0477566552,2.13195072067;Total;RELAIS DES OZIERS
95520004;49.06755,2.08829;Leclerc;SOSNYDIS
95190003;49.02173,2.45565;Carrefour;Carrefour Goussainville
95340003;49.14473,2.28074;Leclerc;Sodipers expansion
21390001;47.38774,4.3088;Maximarché;MAXIMARCHE PRECY SOUS THIL
20600006;42.6732691904,9.44388780227;Total;SARL BRUNINI ET FILS
30021001;43.8172252981,4.39226094302;Carrefour;CARREFOUR NIMES SUD
16800001;45.6364260967,0.209826529705;Carrefour;CARREFOUR SOYAUX
27210002;49.3205,0.31946;Esso;ESSO BEUZEVILLE
6200006;43.68584,7.22585;BP;BP NICE GRAND SOLEIL
6320004;43.74553,7.39189;Indépendant sans enseigne;C'TNT
40180003;43.70603,-1.03302;Intermarché;INTERMARCHE YZOSSE
2200010;49.37046,3.32985;Intermarché;INTERMARCHE BELLEU
2400008;49.04318,3.39518;Avia;AVIA
4500003;43.82227,6.09131;Intermarché;INTERMARCHE RIEZ
6150005;43.54986,6.96969;Intermarché;INTERMARCHE CANNES LA BOCCA
34430002;43.56791,3.84988;Carrefour;CARREFOUR ST-JEAN DE VEDAS
38170001;45.17834,5.69697;Total;RELAIS DU DRAC
39000001;46.6740413018,5.53981363906;Géant;GEANT CASINO
39190005;46.53753,5.39489;Avia;Jura services autos
12150003;44.3197,3.06825;Netto;SIXTELLE SARL
17120004;45.5058376144,-0.75724926147;Indépendant sans enseigne;CHEZ CHOUCHOU
24460001;45.23451,0.68488;Elan;GARAGE LE VAILLANT
2000002;49.5482897231,3.61624221559;Carrefour;Carrefour Laon
3250002;46.06849,3.66341;Intermarché;INTERMARCHE LE MAYET DE MONTAGNE
6200005;43.67747,7.22636;BP;BP NICE ST AUGUSTIN
13011015;43.29755,5.49654;Carrefour Contact;sarl camoins distribution
13011004;43.29292,5.45582;Total;RELAIS LA POMME
13014009;43.31853,5.37992;BP;BP MARSEILLE PARKING JOFFRE
18390003;47.0960233869,2.44105786765;Carrefour Market;Carrefour Market
22650002;48.58042,-2.13585;Carrefour Market;Carrefour Market
34300003;43.2848155698,3.50286260671;Total;RELAIS CAP D'AGDE
3500002;46.31156,3.28058;Carrefour Market;Carrefour Market
7400001;44.6018369549,4.71841214413;Total;RELAIS DE LA CORNICHE
8130003;49.47872,4.57662;Shopi;SHOPI
6450001;44.07344,7.25087;Elan;SARL GARAGE DES DEUX VALLEES
10000014;48.30436,4.07263;Total Access;Relais Total Troyes Maisonneuve SODI NORD
9350001;43.1083799787,1.37458950169;Système U;SUPER U BORDES SUR ARIZE
20167002;42.0242583822,8.82840042685;Total;SARL PIETRI ET FILS
20220003;42.63248,8.94075;Esso;SARL ESSO ILE ROUSSE
31290007;43.4123003532,1.70320274564;Indépendant sans enseigne;SAS 4B -
33700017;44.83768,-0.64543;Total;Relais de Pichey
34230001;43.5441356819,3.46254329165;Indépendant sans enseigne;STATION SERVICE RAMOND
33080001;44.8830267756,-0.563121903911;Auchan;Auchan Bordeaux le lac
1400005;46.11765,4.96036;Intermarché;INTERMARCHE CHATILLON /CHALARONN
34311001;43.3428806237,3.24015220571;Leclerc;LECLERC
34420004;43.3187125401,3.30152681953;Intermarché;INTERMARCHE
40500002;43.77346,-0.56741;Intermarché;INTERMARCHE SAINT SEVER
11560001;43.17174,3.18144;Elan;FRANCOIS MAURICE
13127002;43.44566,5.247;BP;BP VITROLLES LES PINS
14160001;49.28517,-0.1096;Total;RELAIS DIVES SUR MER -
38300001;45.5904070983,5.29591004561;Carrefour Market;Carrefour Market
11150001;43.2410590422,2.10139701205;Carrefour Market;Carrefour Market
11110002;43.2148856472,3.09236711734;Total;RELAIS DE VINASSAN
11100009;43.18636,3.00258;Esso Express;ESSO MISTRAL
9300002;42.93739,1.85335;Système U;SUPER U
12200001;44.36096,2.04061;Total;SARL PORTAL J-P.
12260001;44.43739,2.03233;Total;MME JARLAN
2500002;49.92073,4.08392;Total Access;RELAIS HIRSON DE GAULLE
6250005;43.58849,7.03322;BP;BP MOUGINS SAINT MARTIN 2
6000011;43.66993,7.22277;Total;RELAIS NICE CORNIGLION MOLIN
4500001;43.8151702274,6.08727866586;Avia;SARL FLORENZANO Station AVIA
13012020;43.29978,5.43664;Indépendant sans enseigne;Oil france station de la grande bastide
14310002;49.08117,-0.65015;Total;EURL LE RELAIS CLEMENCEAU
14440002;49.29562,-0.38003;Système U;HYPER U
17160002;45.87435,-0.31139;Système U;U Express Coop Atlantique Matha
24150001;44.8375213076,0.746698896196;Intermarché;INTERMARCHE LALINDE
24130003;44.86978,0.37669;Huit à 8;8 à Huit La Force
25250002;47.4467206332,6.57943380782;Intermarché;INTERMARCHE L'ISLE SUR LE DOUBS
35400007;48.65797,-1.97092;Leclerc;E.LECLERC ST MALO DISTRIBUTION
35320002;47.93306,-1.66828;U;Utile
34770005;43.49526,3.70944;Carrefour Contact;Carrefour Contact
21000009;47.34231,5.04495;Esso Express;ESSO DIJON LANGRES
14800005;49.35023,0.09044;Leclerc;CENTRE E. LECLERC
20156001;41.70911,8.7926;VITO;BARTOLI SARL
20240004;42.0223511652,9.41127634308;Esso;ESSO SERVICES BENASSI
21000014;47.32955,5.04896;Avia;RELAIS CLEMENCEAU THEVENIN DUCROT
21000021;47.33608,5.05972;Avia;RELAIS EPIREY
35290001;48.1888,-2.1992;Système U;Super U ST MEEN LE GRAND
2000005;49.56889,3.64553;Total;GGE EUROPE AUTO
24210002;45.1415025429,1.069061757;Carrefour Contact;CARREFOUR CONTACT
23000001;46.16569,1.88778;Carrefour;CARREFOUR GUERET
23140002;46.1961564503,2.18365471322;Total;TOTAL PARSAC
28000004;48.43494,1.52082;Total Access;RELAIS TOTAL ACCESS DE BEAUMONTS
29340002;47.84604,-3.68699;Carrefour Market;Carrefour Market
29260003;48.5752112173,-4.3166935676;Casino;CASINO SUPERMARCHE
29470003;48.3834322992,-4.3478485408;Leclerc;Plougadis
23800001;46.3028042298,1.66939010719;Intermarché;INTERMARCHE DUN LE PALESTEL
25510001;47.21507,6.5395;Maximarché;MAXIMARCHE PIERRE FONTAINE
25410005;47.1918162091,5.84138434186;Avia;LA STATION SERVICE AVIA DES ESSARTS
8310001;49.39811,4.37843;Total;GARAGE VIVES ALAIN
3450001;46.1193100967,3.09430179672;Indépendant sans enseigne;CMN
33230001;45.04571,-0.12064;Leclerc;SODISC
37170001;47.3165302503,0.710959652591;Total Access;RELAIS TOTAL  LES RENARDIERES
1150002;45.83883,5.2778;Total;TOTAL SAINT VULBAS
26120003;44.9018420072,5.01047652172;Casino;CASINO SUPERMARCHE
27300002;49.15531,0.6734;Total Access;RELAIS MALBROUCK
29380001;47.9268552212,-3.7042123129;Intermarché;INTERMARCHE BANNALEC
29160001;48.2484687236,-4.4161273891;Total;STATION SERVICE TOTAL
14330001;49.24804,-0.87766;Système U;super u
22120002;48.5119,-2.65515;Avia;SARL  RUEE
28112001;48.43605,1.44308;Géant;GEANT CASINO
27250002;48.82269,0.70321;Intermarché;INTERMARCHE BOIS ARNAULT
27140003;49.28482,1.78252;Total;RELAIS DES TEMPLIERS
27400001;49.20943,1.18332;Intermarché;INTERMARCHE
11000001;43.20854,2.38316;Géant;GEANT CASINO CITE 2
11800002;43.2027030616,2.44307887035;Système U;SUPER U
11800001;43.21069,2.44354;Dyneff;STATION DYNEFF
8000006;49.73312,4.75185;CORA;CORA VILLERS-SEMEUSE
6800015;43.66016,7.13939;BP;BP CAGNES SUR MER MALVAN
14230002;49.3128376736,-1.09942190391;Intermarché;INTERMARCHE ISIGNY SUR MER
13680001;43.585629439,5.2019342191;Total;RELAIS SENEGUIER
14123003;49.1540041447,-0.343879144401;Total Access;TOTAL ACCESS RELAIS D'IFS
14051003;48.85166,-0.88117;BP;BP VIRE
30490002;43.87292,4.59574;Intermarché;INTERMARCHE MONTFRIN
30600003;43.70662,4.26814;Intermarché;SAS MAFE
29800001;48.44483,-4.25826;Total;GARAGE nicolas
31076001;43.609388471,1.39660348626;Carrefour;Carrefour Toulouse Purpan
31130007;43.588337374,1.57823978563;Système U;SUPER U FLOURENS
31200003;43.65587,1.42152;Esso;SARL LACOURT
36250006;46.7833716852,1.65134081859;Leclerc;Sas cap sud
26100005;45.04748,5.07157;Avia;STATION AVIA LES ALPES
26300010;45.00047,5.08896;Système U;U EXPRESS
26300001;45.03471,5.05271;Géant;GEANT CASINO
30132003;43.79763,4.38177;Dyneff;Station Le Mirman
33600006;44.79866,-0.66366;Esso Express;ESSO ALOUETTE
33650002;44.680193794,-0.532613700635;Total;Station Total
20600010;42.65687,9.44136;BP;STATION BP LA ROCADE
21250009;47.0307080379,5.1083935676;Avia;SARL BRYSSE
21510001;47.6639753145,4.7299228648;Avia;Sarl Garage CHEVALLIER
21490002;47.4221404656,5.17031822912;Total;TOTAL BROGNON
33310006;44.87922,-0.51792;Avia;STATION AVIA LORMONT
34000011;43.6443,3.84361;Casino;CASINO SUPERMARCHE
40550001;43.8867,-1.29501;Carrefour Market;Carrefour Market
16100004;45.6864,-0.33798;Leclerc;COGNAC DISTRIBUTION
37230003;47.4033668855,0.605448665855;Leclerc;SA FONDIS
32290001;43.6965537109,0.0789973932874;Elan;GARAGE DEAC
31460002;43.53343,1.75158;Indépendant sans enseigne;G20
35440002;48.30969,-1.6672;Carrefour Contact;CARREFOUR CONTACT
35114001;48.61863,-1.84918;Total;EURL RG AUTOMOBILES
35480001;47.8235809642,-1.83662711734;Système U;Super U GUIPRY
35530001;48.1210531132,-1.53051894979;Leclerc;SONODIS
36100004;46.95513,2.01067;Intermarché;INTERMARCHE ISSOUDUN
36300002;46.632219636,1.06297833631;Avia;BERRY ENERGIE FIOUL
37100004;47.40719,0.72137;Total Access;RELAIS TOTAL ACCESS TOURS
37270005;47.3553612974,0.814114786575;Simply Market;SIMPLY MARKET VERETZ
37420003;47.2059,0.18464;Carrefour Contact;CARREFOUR CONTACT
26800006;44.87875,4.87801;Agip;SARL J.L.B
33140004;44.7819324328,-0.566485062526;Shell;BMVO Distribution Sarl
33300003;44.86331,-0.56662;Leclerc;SAS SOFIBOR
33360002;44.76511,-0.4852;Système U;STATION U SAS HECODIS SUPER U
33480005;45.0287450239,-0.788137411152;Casino;CASINO
44360002;47.270455479,-1.77557011517;Système U;Super U ST ETIENNE DE MONTLUC
37100005;47.40385,0.72656;Total;RELAIS TOURS STE RADEGONDE
42270002;45.47608,4.38328;Leclerc;JARDIS E.LECLERC
42800004;45.53514,4.6075;Avia;AVIA RIVE DE GIER
44000005;47.23769,-1.53264;Elan;CHIQUET
44400008;47.1601927464,-1.54774225132;Total Access;REZE ROCADE
38200003;45.5026581153,4.85079096089;Monoprix;MONOPRIX VIENNE
33240007;44.99888,-0.43673;Intermarché;INTERMARCHE ST ANDRE DE CUBZAC
33270001;44.81412,-0.52388;Auchan;AUCHAN BOULIAC
44700001;47.23966,-1.59003;Esso Express;ESSO COTE D AMOUR
45170002;48.08423,2.04795;Indépendant sans enseigne;SA VOITURIN
45000006;47.91215,1.92028;Total;Relais Stuart
45120001;48.00799,2.74058;Carrefour Market;Carrefour Market
47120001;44.6801090877,0.192008433617;Carrefour Contact;SARL SOJIMA
48600002;44.85347,3.66108;Indépendant sans enseigne;ETS PIGNOL SARL
49003001;47.4888762389,-0.543921183245;Carrefour;CARREFOUR ANGERS SAINT SERGE
44700003;47.24624,-1.58938;Intermarché;INTERMARCHE ORVAULT
45000001;47.9028,1.89362;Total Access;RELAIS   DU CEDRE
45130003;47.83014,1.70166;Total;MR STANIMIROVIC
46260001;44.3957056261,1.76750214413;Total;GARAGE DU QUERCY
46300001;44.7412891307,1.39287663689;Total;MR ESPAGNAT
47150002;44.53206,0.76441;Casino;Casino Carburants
45700001;47.98911,2.68434;Esso;ETS CORRE ESSO
47520001;44.1938507528,0.595208596295;Casino;CASINO SUPERMARCHE
48300005;44.72842,3.85645;Total;RELAIS DU LANGOUYROU
49000006;47.4584348762,-0.573017135201;Total Access;RELAIS BAUMETTES
49000008;47.45605,-0.57052;Total Access;RELAIS BAUMETTES B
49150001;47.54701,-0.1199;Système U;Super U BAUGE
49306001;47.05188,-0.85006;Leclerc;LECLERC CHOLET
49620001;47.3494,-0.8588;Système U;Super U LA POMMERAYE
49500001;47.6965726013,-0.870677633509;Système U;Super U SEGRE
50220001;48.61727,-1.28627;Total;SARL GARAGE LEFORT
51700001;49.071799668,3.63752824433;Carrefour Market;Carrefour Market
51700006;49.08766,3.76238;Intermarché;INTERMARCHE CHATILLON SUR MARNE
49480004;;BP;BP A11 AIRE DES PORTES D'ANGERS SUD
51120003;48.70888,3.7337;Leclerc;SEZADIS
51400005;49.12311,4.23946;Esso;ESSO CHAMPAGNE SUD
50300001;48.6764941781,-1.36517701015;Carrefour;CARREFOUR AVRANCHES
51100030;49.24985,4.03025;BP;BP REIMS RN 44
51120002;48.72683,3.67583;Total Access;RELAIS DU GD MORIN
51430002;49.24781,3.98942;Carrefour;Carrefour Reims Tinqueux
53002001;48.0785677936,-0.799193843551;Carrefour;CARREFOUR LAVAL
51800006;49.0739561031,4.79261494546;Avia;Station AVIA aire de Valmy le Moulin
54380004;48.8464,6.07111;Carrefour Contact;CARREFOUR CONTACT
55800002;48.82526,4.99116;Intermarché;INTERMARCHE
56100007;47.7641490149,-3.39587837204;Carrefour;Carrefour Lorient
56100010;47.75372,-3.38315;Indépendant sans enseigne;ARMORINE ASP
56300001;48.06891,-2.97103;Système U;Super U PONTIVY
56130002;47.53507,-2.28322;Carrefour Market;Carrefour Market
56301001;48.06831,-2.94579;Leclerc;PONTIVY-DIS
56450003;47.6291011247,-2.65522434186;Carrefour Market;Carrefour Market
59100003;50.6942,3.18347;Esso Express;ESSO NATIONS UNIES
59111001;50.2924914941,3.30109415523;Carrefour Market;Carrefour Market
59194001;50.41528,3.13649;Intermarché;INTERMARCHE RACHES
59410002;50.37062,3.50346;Total;RELAIS D'ANZIN
58240002;46.7535171497,3.14069121289;Total Access;RELAIS SAINT IMBERT
59450004;50.3633173682,3.11390815367;Intermarché;INTERMARCHE SIN LE NOBLE
57620001;48.9975017898,7.37977855867;Leclerc;LECLERC EXPRESS LEMBERG
57804001;49.14312,6.81628;Leclerc;FREYDIS
59114004;50.79863,2.53952;Système U;SUPER U TERDEGHEM
59160002;50.649117244,2.97929612072;Carrefour;CARREFOUR LOMME
59620004;50.20162,3.84754;Oil France;Relais carburants services
59290001;50.6819496755,3.12810003573;Carrefour;CARREFOUR WASQUEHAL
61240001;48.7062078504,0.222660960888;Total;EURL CARROSSERIE MAHERAULT
60200002;49.41897,2.81861;Indépendant sans enseigne;SARL MAX GUERDIN
61000002;48.43815,0.10224;Carrefour Market;Carrefour Market
61300005;48.76157,0.61766;BP;BP L'AIGLE
62260002;50.51612,2.47577;Carrefour Market;Carrefour Market
60200004;49.38518,2.78486;Total;MERCIERES DISTRIBUTION
62000002;50.297108935,2.76926619218;Total Access;RELAIS TOTAL ACCESS  DU ROND POINT
62100009;50.9340083071,1.81756520355;Total;RELAIS EUROTUNNEL STATION VL
62400001;50.5253136273,2.62752757194;Auchan;AUCHAN BETHUNE
59650002;50.6648,3.14041;Supermarché Match;SUPERMARCHES MATCH  VILLENEUVE D'ASCQ
60160001;49.25578,2.43243;Total Access;RELAIS TOTAL ACCESS  MONTATAIRE
60200005;49.41933,2.81972;Esso Express;ESSO DU PETIT MARGNY
60280001;49.40782,2.78053;Carrefour;Carrefour Venette
60800008;49.22996,2.90632;Leclerc;CREPY
61100008;48.7296549732,-0.579286503858;Leclerc;Leclerc drive
62170003;50.48296,1.75685;Leclerc;ATTINDIS
62950001;50.41921,2.99515;Auchan;AUCHAN NOYELLES
63220001;45.4137939567,3.72511883462;Système U;Station U
63122002;45.74585,3.05886;Intermarché;SAS CHGL
63500005;45.54352,3.23084;Intermarché;SA ISSAUTO
63620001;45.80467,2.47016;Shopi;SHOPI
62730002;50.945640384,1.95162168155;Carrefour Market;Carrefour Market
64300002;43.4897135854,-0.786493506024;Total;SARL Relais du Gave
64300003;43.48764,-0.80622;Leclerc;ORTHEZ-DISTRIBUTION
63320002;45.5916243521,3.13882695656;Elan;SANCY CARBURANTS COMBUSTIBLES
67000012;48.60002,7.77939;Agip;AGIP STRASBOURG BOECKLIN
68000005;48.09177,7.37143;Total;GARAGE DU STADE SA
67130003;48.47898,7.2134;Intermarché;INTERMARCHE LA BROQUE
67240002;48.7689284406,7.86683122696;Système U;STATION U
65200005;43.07961,0.14047;Intermarché;SAS JUSSYL
66210002;42.50278,2.07801;Casino;CASINO CARBURANT
68120002;47.77206,7.30192;Système U;SUPER U PFASTATT
65100001;43.08796,-0.0443;Carrefour Market;Carrefour Market
68100001;47.7395148007,7.33873068494;Total;RELAIS DU REBBERG
68270001;47.8086514131,7.31223308716;CORA;CORA WITTENHEIM
68420002;48.0222763265,7.32893236649;Avia;GARAGE DE LA SABLIERE
69250008;45.86206,4.84077;Agip;AGIP FLEURIEU
69800007;45.6977436853,4.97551795926;Shell;EURL HARAN CHRISTOPHE
70000008;47.6406439087,6.14428006547;Intermarché;INTERMARCHE VESOUL
69140004;45.81342,4.88787;Total;Le relais express
69150001;45.77177,4.97045;Esso Express;ESSO CHAMP FLEURY
69960004;45.66559,4.8992;Total;Gcil
69220008;46.11582,4.73973;Netto;Netto St Jean d'Ardieres
70170002;47.68449,6.05286;Colruyt;022 DATS  PORT SUR SAONE
71240004;46.6320339578,4.87497822913;Auchan;AUCHAN SENNECEY LE GRAND
69004011;45.77877,4.82833;Agip;AGIP LYON BLD CANUTS
69330003;45.77642,4.99066;Esso Express;ESSO CARREAU
69360009;45.632,4.84795;Dyneff;Garage SAURA
69651002;45.99368,4.74176;Indépendant sans enseigne;NOMBLOT SAS
73240001;45.59557,5.63694;Netto;SA FAGLE
74100007;46.204774868,6.23952388916;Leclerc;VILLE LA DIS. STATION LECLERC
74100001;46.19649,6.25505;Géant;GEANT CASINO
74200003;46.3486460264,6.43205396671;Carrefour;CARREFOUR MARGENCEL
72120006;;Q8;SAINT CALAIS AUTOMOBILES SARL
73100008;45.24547,6.79612;Intermarché;ECOMARCHE SOLLIERES SARDIERES
